646c6f|Queens / Town / Battersea / Park / Sopwith / Bridge|Ink on paper, 9 x 14 cm, 2010||
647c8f|Casa Emilia|Indian ink and wash, moelskine notebook, 2009-05-27||
651da2|House by the Thames at Hammersmith, W6|Pen and ink wash on paper, 9 x 14 cm, 2013||
652547|Grafton Square, Clapham, SW4|Ink on paper, 9 x 14 cm, 2007||
652989|Fireplace with buddha|Ink on paper, 9 x 14 cm, 2006-11-25||
655cfd|Mapping people|Ink on acetatei over antique military map||
65aa2d|Casa Emilia|Indian ink and wash, moelskine notebook, 2009-05-27||
65b3c2|Egon Schiele (1890 - 1918) 28 years|Ink book page||
1d105f|Red Redaction|Ink and gouache on book page||
65b691||||
6610e5|Wandsworth Road Station, towards Battersea Power Station|Ink, biro, wash on paper, 9 x 14 cm||
6617d1|1914 - Egon Schiele|Ink, map, acetate||
6750fb|Two playing on the beach, Norfolk|Ink wash on paper, 9 x 14 cm, 2013||
68aa9f|100 twitter users|Some of the thousands of people that tweeted during the minute 14:38 GMT today, Monday May 7 2012.<br/><br/>Sourced from twitter's sample streaming API.<br/>||
68daa1|St Philips Battersea, Queenstown Road, SW8|Ink and wash on cheap paper, September 2009, waiting for a bus||
68ff4d|Interior Basilica di San Marco, Venice|Ink and wash on paper, 9 x 14 cm||
691159|Pylon and block of flats, Mitcham|Ink and wash, 2008||
698e33|Letter 'a'|Ink and coloured pencil on book page||
6b1509|Mark Churchill (1935 - 2011) 76 years|Acrylic on board||
6b6797|Knightsbridge SW1|Ink and wash on paper 9 x 14 cm||
6b780e|Morden Hall Park|Ink and wash on paper, May 2009||
6b994b|Hills pool chairs garden|Ink, wash, book page||
6c65ea|Heathbrook Primary School, Clapham, SW8|Ink and watercolour on paper, 9 x 14 cm, 2010||
6c711f|West Brompton - West Kensington|Ink and wash on paper, 9 x 14 cm, 2012||
6c9abc|Box in landscape|Ink and wash on book page, 2011||
6d553f|New born|Blue pencil, ink, emulsion paint on book page||
6d5af4|<i>Aleph</i> by Dan Perfect 2007|Pen, ink on paper, 13 x 21 cm, 2011||
6d703c|<i>Brother Benedict</i> by Paul Johnson 2006, Saatchi Gallery|Pen, ink on paper, 13 x 21 cm, 2011||
6dc680|Hospital|Ink, wash on vintage book page||
6dd6c0|Goffs Oak and Cuffley, Hertfordshire|Ink on book page, 2008||
6dda58|Self|Ink and wash on play script page (Three Sisters)||
6ddbee|Table and chairs|Ink and wash on book page, 2008-02-21||
6dddde|Self|Ink and wash on book page||
6dee59|Breathing difficulty|Ink, cloured pencils and collage on board||
6e1973|Before I was born|Ink on paper, 9 x 14 cm, 2009||
6ef464|End of the day at Loughborough Moors|Coloured ink and coloured pencil on watercolour paper, 2025||
6f92ed|Evening at Morston Quay, Norfolk|Pen and ink wash on book page, 2014||
6ffa99|Ingate Place, SW8|2009
702414|Robert Sainsbury by Epstein|Ink and wash on paper, 9 x 14 cm.<br/>Portrait bust of Robert Sainsbury by Jacob Epstein 1942||
7026d1|.|||
703669|St Mary Abbots, Kensington|2009||
707d17|<i>More love hours than can ever be repaid</i> by Mike Kelly 1987|Drawn at the Tate Modern<br>Ink and wash on book page, 2025||
70c785|skin|Indian ink on page||
70c81f|Trees in winter sun|Indian ink on card||
70ce91|Outside Battersea Park|Ink, wash on paper, 9 x 14 cm||
711867|The land behind our home in preparation for building a house|2008, I'm reminded of the <b>Boyle Family</b>||
7118b9|Socket with plug|Acrylic on board||
711ab3|Expulsion from Eden (after Lukas Cranach)|Ink pen and wash on paper, 9 x 14 cm||
712a19|Index card: tall trees|marker and wash on index card separator||
7177d5|Slough Station|Charcoal pencil, sketchbook||
71dc5c|Fireplace|Ink on paper, 9 x 14 cm, December 2006
722608|1967|Gouache on book page||
72279c|Beech Forms|Beech wood carvings, 1984||
7227a8|Red Trees|Gouache on page from Ibsen's Hedda Gabler, 1983||
7227b0|Fir trees|pen and ink drawing on paper, 9 x 14 cm||
7227da|Whitburn Bay|Coloured ink on Newcastle A-Z page||
724930|Flats, CR4|Gouache on book page||
727116|Snow covered hazel|2009||
727374|Chest of drawers|Ink on watercolour paper, 2005-05-22||
72c200|6th February|Gouache on book page||
731206|Glucose and steel|Sugar crystals on stainless steel pan
735be9|'This is no less curious' after Goya|Ink wash on paper, 9 x 14 cm<br>After #67 of Goya's etching series <i>The Disasters of_ ar</i> Esta no lo es menos||
737a2d|empty car park|Ink on found card||
73dcdf|Streaham Ice Rink|||
73e907|Sixty Five|Coloured ink on book page||
740765|Busts of Noel Joseph Desenfans and Peter Francis Bourgeois|Drawing of marble busts, Dulwich Picture Gallery.<br/>Ink, wash on paper, 9 x 14 cm||
748b87|The Swiss Church, Covent Garden, London|||
749396|Tengo Kawana|From Murakami's novel 1Q84<br/>Ink, wash on handmade paper, 15 x 15 cm||
7582c0|in-with-out|||
759426|Pieta|Ink wash, graphite on book page, June 2009||
75c604|Robert Sainsbury by Epstein|Ink and pencil on paper, 9 x 14 cm.<br/><br/>Portrait bust of Robert Sainsbury by Jacob Epstein 1942||
75f711|Durrington Tower, SW8|2007||
766fa5|Spiders, Louise Bourgeois (1911 2010) 98 years|Ink and wash||
770336|Alviano|Ink and wash on paper, 9 x 14 cm, 2009-05-28||
772dde|North Kensington|Ink and wash, ruled paper, May 2009||
778c6e|Standing summer|Ink and wash on paper, 9 x 14 cm, 2009-06-02||
77f199|Sister, Mother, Father|Agfa Isolette, medium format film, circa 1980||
77fcea|Geisha|Ink on acetate over antique map, 1987||
7868ba|Monkey and Hen, Picasso: printmaker, British Museum|Ink and wash on book pages, 2025||
78ba90|Shadow|Ink, wash, book page||
78e55d|The origin of cubism|Inks and wash on book page||
790c3c|Goodbye twenty ten|Ink wash||
79a88b|London|Gouache on map||
79c7aa|Untitled (stones)|Ink on book page||
7a74d3|L'azzurro cappella|Ink on book page, June 2007||
7a7c0d|Porthcurno Beach, Cornwall|2006||
7ae207|Beside the Bonnie Brier Bush|Ink on book page||
7b1be4|Keep your arm still|Pencil, gouache, book page, 1983||
7b2ddd|You never stop being who you are|Inks on book page||
7b4e24|Waiting|Pen||
7bfc4e|To work|Notting Hill Gate Underground Station, 2009||
7d315d|Haar (b)|Digital painting 800 x 600 pixels<br/><br/>Haar<br/>- sea mist (Scottish)<br/>- hair (German or Dutch)<br/><br/>Alfréd Haar (1885 – 1933), Hungarian mathematician<br/><br/>---<br/>Coded with http://processing.org||
7d9c36|November trees|Indian ink on page||
7dedfc|Scoppieto cemetery|Acrylic on board, 2008||
7dee44|After 'Madonna del Parto' by Piero della Francesca|Mixed media on board, June 2004<br/>(from the collection of J Harris)||
7e1513|Boats at Wells Harbour, Norfolk|Charcoal pencil||
7ebf3e|Evening at Morston Quay, Norfolk|Pen and ink wash on book page, 2014||
7f3fc8|This place was ours|Ink on book page, 2009||
7f4d2e|@TZPazifist|Twitter avatar<br/>Ink pen and wash on paper, 9 x 14 cm||
7fe701|High tide at Wells Harbour, Norfolk|Charcoal pencil||
80cb04|Clapham Common, black|Digital edit of OS 1:50,000 scale map||
817d0a|Henri Guardier-Brzeska (1891 - 1915) 23 years|Pen and ink wash on paper, 9 x 14 cm||
81d671|in sun|Ink and wash, 2009-05-24||
81e7f1|in shade|Ink and wash, 2009-05-24||
81ed31|Umbrian hills|Ink and wash, 2009-05-24||
83147b|Viewing Rothko|Photograph at the Rothko Exhibition, Tate Modern, 2009||
83a98c|Diana Princess of Wales (1961 - 1997) 36 years|Colour digital halftone image, 2024|png|
83c685|Railway Arches at Wandsworth Road, SW8|Ink and wash on paper 9 x 14 cm, 2025||
8417c3|self/brother - sit/stand|Agfa Isolette, medium format film, circa 1980, long exposure||
843252|Material for a new art project, 2025|Secondhand copy of Boris Johnson's autobiography||
848b7c|-\'|||
84a04f|21 - inspect and measure|Ink, antique map, acetate||
85e08c|Art making machine|Pen and ink wash, 2019||
85fbe2|untitled|Ink, wash on paper, 9 x 14 cm||
8600d9|15 - Ada Vilstrup & Emil Nolde|Linocut, antique map, acetate||
863214|Seven Hundred Discs|Digital painting, colours chosen randomly<br/>Coded with http://processing.org|png|
86f16c|I'll be gone for the summer (b)|Ink on book page||
87192d|In the days of Ford Cortina|Cornershop single, side two||
8746e5|Trees by water|Ink and gouache on red handmade paper||
87d1cc|Untitled (branching)|Ink and watercolour on book page<br/>(from the collection of GK Wong)||
87fdc7|Index card: path|Ink, wash, gouache on index card separator||
8850ab|Tower form|Ink on music score||
887eb0|. . .|Ink, wash on handmade paper, 2008-03-10||
892c47|Texaco Station|Acrylic on canvas, by M when aged twelve, 2008||
895683|The United Kingdom will separate from Europe|Ink on map of Europe, 2007||
89a6c5|Towers|Ink on layers of tracing paper, by A when aged nine, 2008||
8a0eb7|Geffrye Museum|Indian ink, watercolour paper, 2008-04-18||
8ad9dc|Roofscape [version B]|Pen, wash on book page (Uncle Vanya)||
8af7e7|at 51.504,-0.192|Acrylic on board, London W8, 2008-04-09<br/><br/>||
8b3ca6|Eventually the Sun|Pen, ink, wash paper, 9 x 14 cm<br/>May 2013||
8b5530|Altar Screen, Basilica of Santa Maria Assunta, Torcello|Ink and wash on paper, 9 x 14 cm, 2014||
8b5ac0|Egg|Ink on book page<br/><br/>(from the collection of A Simcock)||
8b5b08|In my heart's core|Ballpoint pen ink on London A-Z page||
8b5b1a|Ideal Landscape|Ink wash on paper 9 x 14 cm, 2007
8b5b46|Depot Road, White City|Marker pen and wash on index card separator||
8b6b86|Derbyshire Dales|biro, ink wash on paper, 9 x 14 cm||
8c074d|Prime Spiral|Numbers from one to 3,950 arranged in a spiral.<br>Prime numbers are shown black.<br>Dark grey for numbers with one prime factor.<br>Paler greys for numbers with more factors.<br>Coded with http://processing.org||
8c1286|Preacher|Ink, antique map, acetate||
8c4b13|<i>Head of Johann Larass</i> by Adolfo Wildt, 1903, Ca' Pesaro, Venice|Pen and ink wash on paper, 9 x 14 cm, 2014||
8cbae3|text; trees|Ink on book page (Uncle Vanya)||
8d92d4|<i>Richard Gibb's Friend</i> by Alice Neel 1962, at Victoria Miro|Ink and wash on paper, 9 x 14 cm, 2025|
8e0cc4|Knee|tape, string, cardboard, expanded polystyrene by M when aged fourteen||
8e1f74|Foot|tape, wire, string, paper, expanded polystyrene by M when aged fourteen||
8f46de|Forty-nine ghosts of twenty-fifteen|Collage, ink, paint and shellac on board, 32 x 32 cm||
902ffd|Uncle Vanya: page 156 (with a smile)|Ink and wash on play script||
9088f7|White|Underground roundel||
909822|s10261|Ink, gouache, brown paper||
909a0b|Cars parked, Tooting SW17|Ink and wash||
90aa2a|Tall building|Ink and gouache on book page
91f926|I don't know|pen, ink, wash on handmade paper, 15 x 15 cm||
92753b|Two cars|Ink on page from Michael Tippett Symphony No. 2, 2009||
927ac2|Brief crack of light|Ink and wash on paper, 9 x 14 cm, 2009||
9393b4|Self portrait with long hair|Indian ink on book page||
944692|Television Centre, W12|Marker pen on index card separator, 2007||
9452d8|For No One (small window)|Ink on book page||
9470db|Four plugs (work in progress)|||
949d1e|Infant|Ink on Japanese paper, 2008||
94b034|Woman in coat|Ink and wash on paper, 9 x 14 cm||
950b82|Plant shadows|Civitella del Lago, 2009-05-24, indian ink and wash on paper, 9 x 14 cm||
95539b|Queenstown Road, SW8|Ink and wash on paper, 9 x 14 cm, 2010||
95b201|<i>Bucket Man</i> by John Davies 1974|Ink and wash on paper, 9 x 14 cm, 2010<br/>Sainsbury Centre for Visual Arts, Norwich||
961054|<i>Al cemtentario</i> after Goya|Ink wash on handmade paper<br/><i>To the cemetery</i> - a seventeenth centuray <i>pieta/deposition</i><br/> After #56 of Goya's etching series The Disasters of War||
96530d|4 trees, a house & a figure|Ink, gouache on book page||
9664d8|Pylon, tree, car|Ink on page from Michael Tippett Symphony No. 2, 2009-07-04||
96ad79|Index card: Wandle Park|marker and wash on index card separator||
98812f|This is no less curious (Esta no lo es meno) after Goya|Ink wash on Arches paper 20 x 16 com<br>After #67 of Goya's etching series The Disasters of War||
990ab3|Louise Bourgeois (1911 2010) 98 years|Ink on book pages||
9928fb|Mont Dauphin et Port Vendres|Ink on vintage map||
996afd|Will you please meet this good friend of mine?|work in progress||
9a2447|Every Seventh Word, page 17|Black and coloured ink on book page||
9a2c28|North Kensington|Ink on paper, 9 x 14 cm, 2009-05-11||
9ae945|Edge of the forest|pen, ink, wash on paper, 9 x 14 cm||
9aeb75|BBC Broadcast Centre|pen, ink, wash on paper, 9 x 14 cm||
9b00c9|Hat coat &amp; boots|Ink and wash on paper 9 x 14 cm||
9cbdd7|Red Coat, Brown Shoes, Plaid Coat|||
9cf9c7|Flags|Ink on broad feint paper||
9cfc25|Learning helplessness|Ink on scrap paper||
9cfd73|Objects on a plane|Ink on scrap paper||
9d9d90|Oderberger Stra&szlig;e, Prenzlauer Berg, Berlin|Ink on paper, 9 x 14 cm, 4 August 2011||
9db9dc|Chekhov's house at Melikhova outside Moscow|Here he wrote <i>The Seagull</i> and <i>Uncle Vanya</i>, ink wash on book page||
9e4b78|<i>The Age of Bronze</i> by Rodin|Ink, antique map, acetate
9e60c1|We cannot return to the start (verso)|Old book cover||
9e9f76|<i>Bucket Man</i> by John Davies, 1974|Ink and wash on paper, 9 x 14 cm 2010<br/>Sainsbury Centre for Visual Arts, Norwich||
9eab4e|Sloane Street, Knightsbridge|Ink on torn book page, 2009-04-17, drawn on the bus||
9eb148|Tooting Common|Indian ink on London A-Z page 109||
9f14c8|Foot|tape, wire, string, paper, expanded polystyrene by M when aged fourteen||
9f54e6|Pylon, Buildings, Cars, Mitcham|Ink and wash on paper, 9 x 14 cm, 2009||
9fddec|Waiting at Kings Lynn A&E|Ink and wash on paper, 9 x 14 cm, 2009-08-04||
9fdf20|Waiting at Kings Lynn A&E|Ink and wash on paper, 9 x 14 cm, 2009-08-04||
9fe5a5|Evening at Morston Quay, Norfolk|Ink and wash on book page, 2014||
9feac3|Evening at Morston Quay, Norfolk|Pen and ink wash on book page, 2014||
a0a0d8|Self aged 23|Linocut block, 1985||
a11048|Joseph Conrad|Pen and ink wash on handmade paper, four of 15 x 15 cm||
a114d9|portrait - 10001|Envelope||
a12107|Prime Factors Grid 23 x 23|Sieve of Eratosthenes<br/>This is a 23 x 23 grid with 1 at the top left and 529 at bottom right.<br/>Prime numbers are given a black square; other numbers are given grey according to how many prime factors they have.<br/>Coded with http://processing.org|png|
a15f70|The National at The Astoria|Ink, book page||
a1c02a|Father with infant|Ink on book page||
a1c8de|Infant|Ink on book page||
a1d8ac|Spiegel|Coloured pencil, graphite, gouache on book page, 1982||
a1dab1|Pillar and Moon after Paul Nash|Ink, wash on paper, 9 x 14 cm, 2010||
a1f991|Shade|||
a20ff0|City Road, West Mersea|Ink on paper, 9 x 14 cm, 2007<br>This tiny lane in West Mersea really is called City Road||
a21e89|prime numbers < 2,500|Sieve of Eratosthenes<br/>Prime numbers are plotted as black dots. This is a 50 x 50 grid with 1 at the top left.<br/>Coded  with http://processing.org||
a2396d|Circle Line (as a constellation in the night sky)|Ink on book page<br>Underground stations placed according to their geographic location||
a2f1f2|Candelabrum|Ink on paper, 9 x 14 cm||
a3045d|Cedar and apple trees|Ink, wash on paper, 9 x 14 cm||
a371fb|London, River & Parks|Acrylic, pencil, map on board, 452 x 359 mm||
a4067e|Tate Modern and Millennium Bridge|||
a41d22|Beach, Burnham Overy Staithe, Norfolk|Ink wash on handmade paper, 15x15 cm||
a441d8|Royal Victoria Patriotic Building, SW18|Ink on paper, 9 x 14 cm||
a4fc2c|Campanile San Giacomo, Venice|Ink and wash on paper, 9 x 14 cm||
a60910|We cannot return to the start|Paint on book cover||
a631d9|Body, upper torso|Indian ink on book page, 2009||
a633fb|Massive body|Pen and ink on book page, 2009||
a6492b|Nine New Yorkers|Ink, pen and wash on handmade paper, 15 x 15 cm||
a65a13|Index card: 2 trees; Wandle Park|wash on index card separator||
a690d9|Hammersmith seen from the Thames|Pen, ink, wash on paper, 9 x 14 cm, 2013||
a6b0a1|Thirty/Thirty-One|Coloured ink on book page||
a6e105|Trees by Thames, Putney|Charcoal pencil on paper, 9 x 14 cm||
a6e29b|Path by the Thames, Putney|Charcoal pencil on paper, 9 x 14 cm||
a73d8b|Alison|Pencil and ink wash on paper 15 x 21 cm, 2010
a77d69|Georg Cantor (1845 - 1918) 72 years|Pen and ink wash on handmade paper||
a7852e|Theo Van Gogh|||
a7b2c7|Garret Park, SW17|Marker pen and wash on index card separator, 2007||
a820d6|Electricity transformer|Ink and watercolour on book page||
a845eb|Beach huts and pine trees, Wells next the Sea, Norfolk|Ink and watercolour on paper, 9 x 14 cm, 2010||
a9cc1e|Durrington and Amesbury Towers seen from Queenstown Road Station|Ink and wash on paper 9 x 14 cm, 2012
a9fb78|Tottenham reservoirs|Ink and coloured pencil on London A-Z page||
aac7e9|Railways at Stewarts Lane and Longhedge|Ink and wash on book page||
aae363|Tobias and Angel Raphael|Ink on book page, External sculpture, Chiesa dell'Angelo San Raffaele, Venice.<br/>Featured in the novel Miss Garnet's Angel by Sally Vickers.<br/>||
ab1fe2|Prime numbers less than 250,000|Sieve of Eratosthenes<br/>Prime numbers are plotted as black dots. This is a 500 x 500 grid with 1 at the top left.<br/>Coded with http://processing.org|png|
ab386e|Prime numbers less than a million|Sieve of Eratosthenes<br/>Prime numbers are plotted as black dots. This is a 1000 x 1000 grid with 1 at the top left.<br/>Coded with http://processing.org||
ab65d4|Goodbye inspiration|Ink on page||
ab8eab|Polaroid passengers|Bakerloo line, London Underground, February 2009||
ac1bf8|Index card: path by river|Ink wash on index card separator||
ac7a73|<i>Shadow, Close</i> by Katie Cuddon, Matts Gallery|Ink and wash on book pages, 2025||
ac7ce8|Index card: electricity substation|Ink wash on index card separator||
acc0b7|Crucifix|Collage, graphite, gouache||
ad2f64|thirtysix|||
adba2e|Chair not for sitting, V&ampA London|Pencil, 2009<br>Ceci n'est pas une chaise||
adca3c|Carved plaster head|pencil drawing, V&amp;A, London, 2009-08-16||
ae0201|Known roads|Ink on blank book page||
ae5d4a|Corrugated steel structure|||
ae5f60|Cars Tooting, SW17|Ten minute line drawing, 2009||
aecd6c|<i>Lebo ‘Leptie’ Phume</i> by Zanele Muholi, Tate Modern|Ink and wash on paper, 9 x 14 cm, 2024||
b1001e|Prime numbers less than ten million|Sieve of Eratosthenes<br/>Prime numbers are plotted as black dots. This is a 3162 x 3162 grid with 1 at the top left.<br/>Coded with http://processing.org||
b115d6|By St Cross Building, Oxford|pen, ink on paper, 9 x 14 cm||
b1cd58|Fire escape, Ingate Place|Pen and ink on paper, 9 x 14 cm||
b2875b|Prime Spiral: Sieve of Eratosthenes|Video shows the Sieve of Eratosthenes in action.<br>All numbers are first assumed to be prime - drawn in black.<br>Then all those with factors are systematically eliminated.<br>In the end...<br>Prime numbers, and one, are shown black.|||<br>Numbers with one prime factor are shown white.<br>Numbers with two prime factor are shown blue.<br>Numbers with three prime factor are shown dark red.<br>Numbers with four prime factor are shown greeny yellow.<br>Palette inspired by Jackson Pollock's Shorthand Figure, 1942||
b2bf1c|Black fork and spoon|Indian ink and watercolour pencils on book page, 2009
b2c218|Set theory: art & life|Indian ink and watercolour pencil on book page||
b2c41a|Illustration, page 288|Indian ink on book page||
b2c746|Body with dark marks|Ink, watercolour and pencil on book page||
b2ca46|~|Indian ink on book page||
b38338|Index card: looking west|Ink and wash on index card separator||
b44919|Prime Spiral - in colour|Numbers from 1 to 338 arranged in a spiral.<br/>Primes are shown black.<br/>Numbers with one prime factor are shown white, 2 in blue, 3 in dark red, 4 in greeny yellow.<br/>Palette inspired by Jackson Pollock's Shorthand Figure, 1942.|png|
b4938c|Map of Barbara Hepworth's garden, St Ives|By A when aged eight||
b59739|Hand internals|Ink and wash on book page||
b59eb5|hand shadow|Ink and wash, found paper||
b5c509|Shakespeare (1564 - 1616) 52 years|Ink wash, graphite||
b6654a|Rio dei Scudi, Venice|pen, ink, wash on paper, 9 x 14 cm||
b6a859|Garden edge sun shadow|Ink and wash on book page||
b6c723|Flats by the Thames|Pen, ink, wash on paper, 9 x 14 cm||
b73e10|Two figures|Ink and wash, book page||
b73fb3|Shop on the Wandsworth Road, SW8|Ink and wash on paper, 9 x 14 cm, 2025||
b769e4|Newborn|Ink and wash, book page||
b81f3e|His story duty|Ink and wash on paper, 9 x 14 cm||
b83f68|28|Ink, antique map, acetate||
b8e5a4|The source of the M11|Collage, ink and coloured pencil on board||
b9b4f5|At Fondamenta Del Teatro, Venice|Ink and wash on paper 9 x 14 cm, 2014||
b9e20b|The Artist in her Studio|Ink wash, acrylic on book page||
ba4441|Sea and Sky|Ink and collage on book page, 2011||
ba5592|After Birth of Venus, Alan Davie 1955|Ink and wash on paper, 9 x 14 cm||
baadb0|It was then|Photographic collage||
bac1c0|HEAD|Lithographic test print||
bb2945|Less distance was useless|Gouache and watercolour on book page||
bbe82e|Null Hill|Ink and wash on paper, 9 x 14 cm||
bc09c5|Archipelago|Ink and wash on paper||
bc1bc2|hungry calavera|Ink and wash on book page, after Manuel Manilla||
bc9385|A-Z pages 11 and 13 rearranged|Collage, ink, pencil and watercolour on board||
bcf910|Fever dream (a)|Pencil on watercolour paper||
bd1f35|Swimming 2|Ink and wash on paper, 9 x 14 cm||
bd34da|New born|Blue pencil, ink, emulsion paint on book page||
bd8a5b|Holkham Hall, Norfolk|Ink and wash on paper, 9 x 14 cm, 2009||
be2ee5|Interior Basilica di San Marco, Venice|Pen on paper, 9 x 14 cm||
be7c28|Study in White|||
beb864|El gran panteon amoroso (detail)|Ink and wash on book page, after J G Posada||
beed2d|I will not hide from you|Ink and watercolour on page from The Emperor Julian by Henrik Ibsen||
beee3d|Three fish|Graphite and watercolour on page of The Emperor Julian by Henrik Ibsen<br>Collection of C Simcock||
bef0d5|You do not know me?|Ink and watercolour on page from The Emperor Julian by Henrik Ibsen||
bf1f7b|Westfield, Shepherds Bush, London|pen, ink, wash paper, 9 x 14 cm||
bfa048|And looked eastwards|Ink on book page, 2009||
bfb0a8|Railway (detail)|Steel plate etching||
bfca79|Overhead lines in cutting|Steel plate etching, 117 x 154 mm, 1985||
bfff52|Thames at Bermondsey|Ink, watercolour and gouache on London A-Z page||
c0d842|Day of the dead|Ink and wash on book page, after J G Posada||
c2089a|Chandelier (her marriage)|Ink and watercolour on page 29, The Little White Bird, James Barrie||
c26b42|Crowd waiting for a train at Clapham Junction|Ink and wash on paper, 9 x 14 cm, May 2009||
c26c54|Olympia, Kensington|Ink and wash on paper, 9 x 14 cm, 2009||
c26d52|Terraced houses, Tooting, SW17|Ink and wash on paper, 9 x 14 cm, 2009||
c28d5f|London Skyline, February 2012|Pen and wash on paper, 9 x 14 cm. The Shard was under contruction.||
c2ae10|<i>Four Square</i> by Barbara Hepworth 1966|Sculpture in context at Barbara Hepworth Garden, St Ives, Cornwall<br>Ink on paper, 9 x 14 cm ||
c2cf01|Ewok village on Endor (Star Wars)|By I when aged seven||
c2e99b|Twins at the beach|By A when aged seven, a self portrait with her twin||
c35c06|Video game design|By I when aged eight, 2007||
c36d49|Above Chatsworth, layers|||
c3b286|Seals at Blackney Point, Norfolk|Ink and collage||
c3c3c6|Goya, state 2|Black cont&eacute;, indian ink on map pages, (Newcastle A-Z 1988 edition)||
c3e35d|Redacted text|Ink on book page||
c3f409|Egg with three leg motif|Ink, watercolour and coloured pencil on book cover||
c3fc7f|Entropy|Hexagonal grid cellular automata<br/>The colour of each cell is first set randomly. Each subsequent frame the colour of a cell is a function of the colour its neighbours. Patterns emerge and eventually all cells converge to the same colour.||
c47aeb|Joseph Conrad (1857 - 1924) 66 years|Pen and ink wash on handmade paper||
c50823|Ceiling light, Somerset House, London|Ink and wash on paper, 9 x 14 cm, 2010||
c5694d|Piazza del Popolo, Todi|Ink and wash on paper, 9 x 14 cm, May 2008||
c569b3|Umbrian Hills|Ink and wash on handmade paper, 2010||
c569f3||||
c57224|Smallwood Primary School, SW17|Ink and watercolour, 2009||
c66f70|Swimming 4|Ink and wash on paper, 9 x 14 cm||
c6bb24|Swimming 3|Ink and wash on paper, 9 x 14 cm||
c6d8e7|Certain woodcuts|Ink on book page, 2008||
c6dde8|Swimming 1|Ink and wash on paper, 9 x 14 cm||
c6f2b0|Sketch: Morden Hall Park|Ink and watercolour on paper, 9 x 14 cm, 2009-09-26||
c72662|Burnham Overy Staithe, Norfolk|Ink wash on handmade paper||
c73480|Burnham Overy Staithe, Norfolk|Ink wash on handmade paper, 2012||
c740ae|Burnham Overy Staithe, Norfolk|Ink and wash on handmade paper, 2012||
c7d1c7|Pulling apart|Acrylic and collage on paper, 100 x 90 cm, 1980||
c7d25a|An essay on the shaking palsy (a)|Coloured inks on watercolour paper<br>Inspired by Tim Andrews' photographic project 'over the hill' about living with Parkinson's disease.||
c80257|BBC Media Centre, W12|Ink on paper 9 x 14 cm, 2007||
c806a2|Holkham Hall, Norfolk|Ink and wash on paper, 9 x 14 cm, 2009-08-13||
c8181f|From Queenstown Road station|Ink on paper, 18 x 14 cm||
c88211|Wandsworth Road, Sw4|Pen on paper, 9 x 14 cm, 2007||
c8b978|Durrington and Amesbury Towers from Queenstown Road Station|Ink and wash on paper, 9 x 14 cm||
c8f28b|Tollesbury Marina, Essex|Ink on paper, 9 x 14 cm, 2007||
c8f737|East Mersea Beach, Essex|Ink wash on October 2007||
c8f975|Salt marsh, East Mersea, Essex|Ink wash on watercolour paper (collection of P Ankers)||
c8fdd3|East Mersea, Essex|Ink wash on watercolour paper, 2007||
c8feed|Beach Huts, Mersea Island, Essex|Ink wash on paper 14 x 9 cm, October 2007||
c9001d|Jetty, West Mersea, Essex|Ink and wash on October 2007||
c9046f|Index card: Wandle Park|Ink wash on index card separator||
c96b2e|Blackfriars Bridge|January 2009||
c9e407|Introduction (Race and IQ)|Marker and coloured pencil on book page||
cab3e9|House and tree|Ink and wash, 2008||
cac5f7|Cemetary Gates|Pen, ink, wash on paper, 9 x 14 cm||
caeaa2|Blackney Cottages, Norfolk|Ink and wash||
cb8bb7|The City|Gouache on London A-Z page||
cb8bca|The other citizen|Ink and watercolour on page from The Emperor Julian by Henrik Ibsen||
cbd9f0|Head|Cardboard, string, tape, wire, aluminium foil by I when aged ten||
cc3e63|Hackney Marsh|Gouache on London A-Z page, 2007||
cc9eda|An essay on the shaking palsy|Ink on paper||
cc9f12|<i>Paul Kuyer</i> by Alice Neel 1959 at Victoria Miro|Ink and wash on paper, 9 x 14 cm, 2025||
cd0cb9|Anatomy|Ink on book page||
cd1457|Apollo, Museo Archeologico, Venice|Ink and wash on paper, 9 x 14 cm||
cd5818|Bedroom|Ink and wash on paper, 9 x 14 cm||
cd5c8c|The others disperse|pencil and watercolour on book page||
ce1128|Winged totem|pencil and watercolour on book page||
ce5e04|Every Seventh Word, page 16|Black and coloured ink on book page||
ce6606|Viewing paintings, Courtauld Institute|Ink and wash on paper, 9 x 14 cm||
ceb6a0|Venus, (18C cast from Uffizi Florence, Courtauld Institute, London)|Ink and wash on paper, 9 x 14 cm||
d09088|Heatstroke|Acrylic on paper (90 x 120 cm), 1981||
d090f6|A nod to Jasper Johns and Tom Phillips|Acrylic on paper (80 x 120 cm), 1981||
d112e1|Michael Jackson is placed in an ambulance|Ink and gouache on vintage map||
d12e90|Three blocks of flats, London W10|Acrylic on board, 2008||
d1594f|Box|Ink and wash||
d1a7f9|Stone dogs|Ink and wash||
d21bb8|Tree on text|||
d21be2|Umbrian hills|Ink and wash on book page, 2010||
d21c10|House, Todi, Umbria|Ink and wash on notebook, 2008||
d24192|Boating lake, Wimbledon Park|Ink and wash on handmade paper||
d28a1f|.|||
d2b92b|.|||
d2ba0a|Map of Barbara Hepworth's garden, St Ives|By M when aged eleven||
d2c024|Untitled (tangle)|pencil on watercolour paper||
d2db1a|Grafton Square, SW4|Ink on paper, 9 x 14 cm, 2007||
